
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4	_NA	_V	_AL	_BE7	_PB210
	6-24-1993	7-1-1993	4.609	0.210	0.990	2.735	0.302	0.0183	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	7-1-1993	7-9-1993	3.985	0.220	0.917	2.454	0.299	0.0154	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	7-9-1993	7-15-1993	5.693	0.359	1.988	3.857	1.017	0.0254	#N/A	#N/A	0.009	#N/A	#N/A	#N/A	#N/A	#N/A
	7-15-1993	7-22-1993	8.618	0.174	1.724	5.416	0.360	0.0193	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	7-22-1993	7-29-1993	7.738	0.129	1.409	4.691	0.228	0.0130	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A
	7-29-1993	8-5-1993	4.273	0.150	1.004	2.771	0.306	0.0200	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A
	8-5-1993	8-12-1993	6.175	0.311	1.468	4.100	0.436	0.0223	#N/A	#N/A	0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	8-12-1993	8-19-1993	8.834	0.337	1.856	5.523	0.466	0.0198	#N/A	#N/A	0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	8-19-1993	8-26-1993	4.902	0.215	2.035	3.546	1.143	0.0209	#N/A	#N/A	0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	8-26-1993	9-3-1993	3.308	0.233	0.890	2.194	0.338	0.0194	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A
	9-3-1993	9-10-1993	3.102	0.170	0.826	1.988	0.326	0.0162	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A
	9-10-1993	9-16-1993	2.674	0.217	0.835	1.838	0.373	0.0148	#N/A	#N/A	0.005	#N/A	#N/A	#N/A	#N/A	#N/A
	9-16-1993	9-23-1993	2.989	0.190	0.904	2.059	0.386	0.0154	#N/A	#N/A	0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	9-23-1993	9-30-1993	4.409	0.282	2.057	3.083	1.281	0.0160	#N/A	#N/A	0.053	#N/A	#N/A	#N/A	#N/A	#N/A
	9-30-1993	10-7-1993	3.587	0.469	2.036	2.720	1.352	0.0225	#N/A	#N/A	0.031	#N/A	#N/A	#N/A	#N/A	#N/A
	10-8-1993	10-14-1993	4.513	0.284	1.334	2.913	0.600	0.0223	#N/A	#N/A	0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	10-14-1993	10-21-1993	4.131	0.208	1.034	2.819	0.324	0.0169	#N/A	#N/A	0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	10-21-1993	10-28-1993	4.709	0.179	1.116	2.911	0.383	0.0113	#N/A	#N/A	0.010	#N/A	#N/A	#N/A	#N/A	#N/A
	10-28-1993	11-5-1993	8.373	0.405	1.965	5.393	0.608	0.0218	#N/A	#N/A	0.005	#N/A	#N/A	#N/A	#N/A	#N/A
	11-5-1993	11-12-1993	7.242	0.508	1.660	4.729	0.470	0.0149	#N/A	#N/A	0.005	#N/A	#N/A	#N/A	#N/A	#N/A
	11-12-1993	11-18-1993	4.813	0.212	1.060	3.039	0.295	0.0116	#N/A	#N/A	0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	11-18-1993	11-25-1993	6.743	0.208	1.337	4.008	0.329	0.0064	#N/A	#N/A	0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	11-25-1993	12-2-1993	9.063	0.141	1.487	5.315	0.149	0.0072	#N/A	#N/A	0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	12-2-1993	12-15-1993	7.927	0.148	1.376	5.375	0.024	0.0077	#N/A	#N/A	0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	12-15-1993	12-23-1993	11.345	0.188	1.891	6.718	0.201	0.0074	#N/A	#N/A	0.007	#N/A	#N/A	#N/A	#N/A	#N/A
	12-23-1993	12-30-1993	4.503	0.460	1.312	2.907	0.580	0.0112	#N/A	#N/A	0.101	#N/A	#N/A	#N/A	#N/A	#N/A
	12-30-1993	1-8-1994	5.887	0.531	1.611	3.781	0.659	0.0122	#N/A	#N/A	0.086	#N/A	#N/A	#N/A	#N/A	#N/A
	1-8-1994	1-16-1994	8.452	0.645	1.695	4.888	0.465	0.0238	#N/A	#N/A	0.122	#N/A	#N/A	#N/A	#N/A	#N/A
	1-16-1994	1-20-1994	8.783	0.202	1.530	4.469	0.406	0.0059	#N/A	#N/A	0.019	#N/A	#N/A	#N/A	#N/A	#N/A
	1-20-1994	1-28-1994	14.187	0.196	2.362	9.769	-0.097	0.0066	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	1-28-1994	2-4-1994	5.952	0.411	1.408	3.798	0.452	0.0118	#N/A	0.750	0.027	4.2	0.347	60.0	#N/A	#N/A
	2-4-1994	2-11-1994	8.042	0.183	1.429	4.462	0.305	0.0123	#N/A	0.203	0.029	4.4	0.206	16.2	#N/A	#N/A
	2-11-1994	2-18-1994	6.012	0.365	1.426	3.303	0.595	0.0064	#N/A	#N/A	0.133	2.6	0.357	#N/A	#N/A	#N/A
	2-18-1994	2-25-1994	5.970	0.717	1.568	3.168	0.770	0.0186	#N/A	0.797	0.186	3.0	0.452	63.8	#N/A	#N/A
	2-25-1994	3-4-1994	3.277	0.690	2.423	1.949	1.932	0.0180	#N/A	2.400	0.237	2.3	0.990	192.0	#N/A	#N/A
	3-4-1994	3-11-1994	5.299	0.809	2.296	3.111	1.513	0.0377	#N/A	1.068	0.144	4.5	0.805	85.4	#N/A	#N/A
	3-11-1994	3-17-1994	13.006	0.235	2.156	6.991	0.396	0.0142	#N/A	1.420	0.019	7.7	0.309	113.6	#N/A	#N/A
	3-17-1994	3-25-1994	10.144	0.159	1.544	5.710	0.107	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	3-25-1994	3-31-1994	4.085	0.458	1.327	2.683	0.652	#N/A	#N/A	#N/A	0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	3-31-1994	4-7-1994	7.157	0.315	1.461	4.253	0.390	#N/A	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A
	4-7-1994	4-14-1994	8.138	0.242	1.709	4.735	0.518	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	4-14-1994	4-21-1994	5.670	0.369	1.490	3.344	0.649	#N/A	#N/A	#N/A	0.008	#N/A	#N/A	#N/A	#N/A	#N/A
	4-21-1994	4-28-1994	9.733	0.330	2.185	5.478	0.806	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	4-28-1994	5-5-1994	8.166	0.292	1.653	4.662	0.480	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	5-5-1994	5-12-1994	5.222	0.458	1.464	3.045	0.698	#N/A	#N/A	#N/A	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A
	5-12-1994	5-19-1994	5.772	0.274	1.545	3.399	0.690	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A
	5-19-1994	5-25-1994	5.913	0.229	1.251	3.422	0.390	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A
	5-25-1994	6-2-1994	7.622	0.362	1.635	4.504	0.502	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	6-2-1994	6-9-1994	5.064	0.254	1.164	3.102	0.383	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A
	6-9-1994	6-16-1994	6.425	0.213	1.373	3.735	0.433	#N/A	#N/A	#N/A	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A
	6-16-1994	6-24-1994	4.646	0.134	0.981	2.806	0.274	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	6-24-1994	6-30-1994	6.800	0.125	1.210	3.924	0.222	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	6-30-1994	7-7-1994	5.344	0.197	1.145	3.097	0.366	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	7-7-1994	7-14-1994	6.345	0.377	1.653	3.833	0.688	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	7-14-1994	7-21-1994	8.056	0.356	1.751	4.822	0.537	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	7-21-1994	7-28-1994	7.777	0.236	1.531	4.570	0.381	#N/A	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A
	7-28-1994	8-4-1994	5.957	0.355	1.674	3.531	0.785	#N/A	#N/A	#N/A	0.005	#N/A	#N/A	#N/A	#N/A	#N/A
	8-4-1994	8-11-1994	5.450	0.285	1.321	3.313	0.487	#N/A	#N/A	#N/A	0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	8-11-1994	8-18-1994	6.252	0.396	1.546	3.888	0.568	#N/A	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A
	8-18-1994	8-25-1994	6.262	0.208	1.248	3.622	0.336	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	8-25-1994	9-1-1994	6.455	0.248	3.036	4.316	1.950	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	9-1-1994	9-8-1994	6.828	0.170	1.320	3.990	0.316	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A
	9-8-1994	9-15-1994	6.036	0.244	1.259	3.695	0.329	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	9-15-1994	9-22-1994	7.101	0.304	1.581	4.242	0.513	#N/A	#N/A	#N/A	0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	9-22-1994	9-29-1994	4.152	0.311	1.187	2.760	0.492	#N/A	#N/A	#N/A	0.009	#N/A	#N/A	#N/A	#N/A	#N/A
	9-29-1994	10-6-1994	5.745	0.317	1.386	3.456	0.517	#N/A	#N/A	#N/A	0.004	#N/A	#N/A	#N/A	#N/A	#N/A
	10-6-1994	10-13-1994	5.268	0.186	1.127	3.096	0.347	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	10-13-1994	10-20-1994	9.303	0.207	1.681	5.588	0.274	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	10-20-1994	10-29-1994	6.478	0.244	1.288	3.675	0.363	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	10-29-1994	11-3-1994	9.206	0.351	2.044	5.535	0.651	#N/A	#N/A	#N/A	0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	11-3-1994	11-11-1994	9.009	0.137	1.471	5.239	0.152	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	11-11-1994	11-17-1994	10.499	0.118	1.568	5.889	0.086	#N/A	#N/A	#N/A	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A
	11-17-1994	11-25-1994	11.284	0.209	1.851	7.523	-0.042	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	11-25-1994	12-1-1994	8.727	0.191	1.525	4.851	0.304	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A
	12-1-1994	12-9-1994	7.577	0.152	1.233	4.420	0.120	#N/A	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A
	12-9-1994	12-15-1994	11.015	0.255	1.762	6.087	0.230	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	12-15-1994	12-22-1994	5.707	0.257	1.088	3.252	0.269	#N/A	#N/A	#N/A	0.008	#N/A	#N/A	#N/A	#N/A	#N/A
	12-22-1994	1-5-1995	7.641	0.376	1.634	4.356	0.538	#N/A	#N/A	#N/A	0.013	#N/A	#N/A	#N/A	#N/A	#N/A
	1-5-1995	1-12-1995	10.626	0.764	2.317	6.424	0.700	#N/A	#N/A	#N/A	0.152	#N/A	#N/A	#N/A	#N/A	#N/A
	1-12-1995	1-19-1995	8.172	0.278	1.558	4.984	0.304	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A
	1-19-1995	1-26-1995	4.298	0.337	1.028	2.622	0.368	#N/A	#N/A	#N/A	0.010	#N/A	#N/A	#N/A	#N/A	#N/A
	1-26-1995	2-3-1995	15.043	2.751	2.976	8.719	0.782	#N/A	#N/A	#N/A	0.401	#N/A	#N/A	#N/A	#N/A	#N/A
	2-3-1995	2-9-1995	6.539	0.295	1.251	3.889	0.272	#N/A	#N/A	#N/A	0.019	#N/A	#N/A	#N/A	#N/A	#N/A
	2-9-1995	2-16-1995	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-16-1995	2-23-1995	3.222	1.752	1.532	2.093	1.005	#N/A	#N/A	#N/A	0.527	#N/A	#N/A	#N/A	#N/A	#N/A
	2-23-1995	3-2-1995	12.795	0.577	2.854	7.474	0.972	#N/A	#N/A	#N/A	0.026	#N/A	#N/A	#N/A	#N/A	#N/A
	3-2-1995	3-9-1995	7.163	1.608	2.428	5.569	1.027	#N/A	#N/A	#N/A	0.390	#N/A	#N/A	#N/A	#N/A	#N/A
	3-9-1995	3-17-1995	4.437	0.587	1.248	2.703	0.567	#N/A	#N/A	#N/A	0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	3-17-1995	3-23-1995	6.935	0.397	1.652	4.232	0.587	#N/A	#N/A	#N/A	-0.011	#N/A	#N/A	#N/A	#N/A	#N/A
	3-23-1995	3-30-1995	6.173	0.266	1.527	3.805	0.569	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	3-30-1995	4-6-1995	4.136	0.430	1.429	2.686	0.753	#N/A	#N/A	#N/A	0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	4-6-1995	4-13-1995	6.528	0.467	2.048	4.345	0.954	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A
	4-13-1995	4-20-1995	11.622	0.511	3.059	6.761	1.358	#N/A	#N/A	#N/A	0.017	#N/A	#N/A	#N/A	#N/A	#N/A
	4-20-1995	4-27-1995	5.936	0.331	1.557	3.926	0.569	#N/A	#N/A	#N/A	0.009	#N/A	#N/A	#N/A	#N/A	#N/A
	4-27-1995	5-4-1995	4.299	0.419	1.550	2.856	0.831	#N/A	#N/A	#N/A	0.043	#N/A	#N/A	#N/A	#N/A	#N/A
	5-4-1995	5-12-1995	7.314	0.524	2.063	4.678	0.885	#N/A	#N/A	#N/A	0.016	#N/A	#N/A	#N/A	#N/A	#N/A
	5-12-1995	5-18-1995	8.238	0.346	1.764	4.952	0.518	#N/A	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A
	5-18-1995	5-25-1995	3.376	0.235	0.910	2.249	0.344	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A
	5-25-1995	6-1-1995	3.688	0.323	1.174	2.411	0.567	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A
	6-1-1995	6-8-1995	6.159	0.227	1.243	3.680	0.316	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A
	6-8-1995	6-16-1995	5.278	0.231	1.189	3.274	0.365	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A
	6-16-1995	6-22-1995	5.073	0.174	1.014	3.173	0.216	#N/A	#N/A	#N/A	-0.008	#N/A	#N/A	#N/A	#N/A	#N/A
	6-22-1995	6-29-1995	1.889	0.631	1.400	1.676	0.978	#N/A	#N/A	#N/A	0.028	#N/A	#N/A	#N/A	#N/A	#N/A
	6-29-1995	7-7-1995	3.692	0.289	1.048	2.404	0.443	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A
	7-7-1995	7-13-1995	5.625	0.291	1.325	3.409	0.467	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A
