
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_SEASALT	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4	_NA	_V	_AL	_BE7	_PB210
	2-26-1998	3-5-1998	6.861	0.223	1.201	3.793	12.335	0.246	#N/A	#N/A	#N/A	0.062	#N/A	#N/A	#N/A	#N/A	#N/A
	3-5-1998	3-12-1998	10.875	0.119	1.570	5.781	18.799	0.115	#N/A	#N/A	#N/A	0.032	#N/A	#N/A	#N/A	#N/A	#N/A
	3-12-1998	3-19-1998	14.063	0.528	3.001	7.635	24.827	1.080	#N/A	#N/A	#N/A	0.308	#N/A	#N/A	#N/A	#N/A	#N/A
	3-19-1998	3-26-1998	5.654	0.403	1.925	2.632	8.559	1.263	#N/A	#N/A	#N/A	0.268	#N/A	#N/A	#N/A	#N/A	#N/A
	3-26-1998	4-2-1998	5.065	0.247	1.155	2.940	9.559	0.415	#N/A	#N/A	#N/A	0.102	#N/A	#N/A	#N/A	#N/A	#N/A
	4-2-1998	4-9-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-9-1998	4-16-1998	3.829	0.638	1.846	2.635	8.568	1.182	#N/A	0.422	0.548	0.012	#N/A	#N/A	#N/A	#N/A	#N/A
	4-16-1998	4-23-1998	1.311	0.467	1.190	0.893	2.902	0.965	#N/A	1.242	1.614	0.009	#N/A	#N/A	#N/A	#N/A	#N/A
	4-23-1998	4-30-1998	3.583	1.064	2.583	2.098	6.822	2.055	#N/A	13.890	18.056	0.022	#N/A	#N/A	#N/A	#N/A	#N/A
	4-30-1998	5-7-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-7-1998	5-14-1998	3.461	0.360	0.980	1.960	6.372	0.486	#N/A	0.225	0.292	0.094	#N/A	#N/A	#N/A	#N/A	#N/A
	5-14-1998	5-21-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-21-1998	5-28-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-28-1998	6-4-1998	3.259	0.325	1.142	1.871	6.085	0.671	#N/A	0.092	0.119	0.160	#N/A	#N/A	#N/A	#N/A	#N/A
	6-4-1998	6-11-1998	3.858	0.182	0.842	2.044	6.648	0.327	#N/A	0.537	0.698	0.113	#N/A	#N/A	#N/A	#N/A	#N/A
	6-11-1998	6-18-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-18-1998	6-25-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-25-1998	7-2-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-2-1998	7-9-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-9-1998	7-16-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-16-1998	7-23-1998	3.401	0.255	1.126	2.018	6.563	0.618	#N/A	0.191	0.249	0.037	#N/A	#N/A	#N/A	#N/A	#N/A
	7-23-1998	7-30-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-30-1998	8-6-1998	6.702	0.137	1.249	3.701	12.033	0.318	#N/A	-0.270	-0.351	0.093	#N/A	#N/A	#N/A	#N/A	#N/A
	8-6-1998	8-13-1998	3.520	0.178	0.883	1.993	6.480	0.381	#N/A	0.104	0.135	0.018	#N/A	#N/A	#N/A	#N/A	#N/A
	8-13-1998	8-20-1998	3.908	0.292	1.048	2.253	7.325	0.481	#N/A	0.083	0.108	0.036	#N/A	#N/A	#N/A	#N/A	#N/A
	8-20-1998	8-27-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-27-1998	9-3-1998	0.914	0.246	0.614	0.701	2.279	0.437	#N/A	-0.044	-0.058	0.043	#N/A	#N/A	#N/A	#N/A	#N/A
	9-3-1998	9-10-1998	1.491	0.210	0.653	0.985	3.201	0.405	#N/A	0.038	0.050	0.020	#N/A	#N/A	#N/A	#N/A	#N/A
	9-10-1998	9-17-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-17-1998	9-24-1998	3.527	0.580	1.157	2.195	7.136	0.604	#N/A	0.081	0.105	0.167	#N/A	#N/A	#N/A	#N/A	#N/A
	9-24-1998	10-1-1998	2.534	0.488	0.929	1.426	4.637	0.570	#N/A	-0.115	-0.149	0.318	#N/A	#N/A	#N/A	#N/A	#N/A
	10-1-1998	10-8-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-8-1998	10-15-1998	3.687	0.126	0.768	2.051	6.670	0.251	#N/A	-0.755	-0.981	0.052	#N/A	#N/A	#N/A	#N/A	#N/A
	10-15-1998	10-22-1998	2.391	0.241	0.755	1.482	4.821	0.382	#N/A	0.118	0.154	0.017	#N/A	#N/A	#N/A	#N/A	#N/A
	10-22-1998	10-29-1998	4.638	0.255	0.838	2.639	8.581	0.174	#N/A	0.258	0.336	0.044	#N/A	#N/A	#N/A	#N/A	#N/A
	10-29-1998	11-5-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-5-1998	11-12-1998	8.368	0.498	2.399	4.910	15.965	1.163	#N/A	0.637	0.829	0.190	#N/A	#N/A	#N/A	#N/A	#N/A
	11-12-1998	11-19-1998	11.992	1.210	3.914	7.419	24.123	2.047	#N/A	0.809	1.052	0.116	#N/A	#N/A	#N/A	#N/A	#N/A
	11-19-1998	11-26-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-26-1998	12-3-1998	7.971	0.171	1.207	4.238	13.782	0.141	#N/A	-0.120	-0.156	0.010	#N/A	#N/A	#N/A	#N/A	#N/A
	12-3-1998	12-10-1998	6.793	0.221	1.295	3.700	12.031	0.364	#N/A	0.217	0.282	0.027	#N/A	#N/A	#N/A	#N/A	#N/A
	12-10-1998	12-17-1998	9.074	0.260	1.698	4.880	15.868	0.470	#N/A	0.100	0.131	0.040	#N/A	#N/A	#N/A	#N/A	#N/A
	12-17-1998	12-24-1998	7.213	0.425	1.454	4.089	13.297	0.425	#N/A	0.490	0.637	0.126	#N/A	#N/A	#N/A	#N/A	#N/A
	12-24-1998	12-31-1998	5.089	0.060	0.741	2.751	8.944	0.048	#N/A	0.114	0.148	0.082	#N/A	#N/A	#N/A	#N/A	#N/A
	12-31-1998	1-7-1999	10.050	0.213	1.951	5.316	17.287	0.613	#N/A	0.193	0.251	0.010	#N/A	#N/A	#N/A	#N/A	#N/A
	1-7-1999	1-14-1999	10.626	0.275	2.010	5.637	18.331	0.591	#N/A	0.865	1.125	0.044	#N/A	#N/A	#N/A	#N/A	#N/A
	1-14-1999	1-21-1999	7.126	0.221	1.200	3.833	12.463	0.235	#N/A	0.181	0.236	0.020	#N/A	#N/A	#N/A	#N/A	#N/A
	1-21-1999	1-28-1999	10.941	0.159	1.742	7.024	22.841	-0.026	#N/A	0.135	0.176	0.009	#N/A	#N/A	#N/A	#N/A	#N/A
	1-28-1999	2-4-1999	6.771	0.225	1.348	3.737	12.152	0.408	#N/A	0.196	0.254	0.063	#N/A	#N/A	#N/A	#N/A	#N/A
	2-4-1999	2-11-1999	9.429	0.238	1.648	5.223	16.983	0.334	#N/A	0.537	0.698	0.032	#N/A	#N/A	#N/A	#N/A	#N/A
	2-11-1999	2-18-1999	0.672	0.008	0.105	0.366	1.191	0.013	#N/A	0.034	0.044	0.013	#N/A	#N/A	#N/A	#N/A	#N/A
	2-18-1999	2-25-1999	6.826	0.186	1.223	3.970	12.911	0.224	#N/A	0.253	0.329	0.107	#N/A	#N/A	#N/A	#N/A	#N/A
	2-25-1999	3-4-1999	5.149	0.522	1.338	3.127	10.167	0.551	#N/A	1.109	1.441	0.075	#N/A	#N/A	#N/A	#N/A	#N/A
	3-4-1999	3-11-1999	5.064	0.286	1.200	2.951	9.597	0.457	#N/A	0.765	0.994	0.005	#N/A	#N/A	#N/A	#N/A	#N/A
	3-11-1999	3-18-1999	6.372	0.152	1.114	3.666	11.921	0.191	#N/A	0.329	0.428	0.010	#N/A	#N/A	#N/A	#N/A	#N/A
	3-18-1999	3-25-1999	11.081	0.771	2.741	6.274	20.400	1.162	#N/A	5.929	7.707	0.052	#N/A	#N/A	#N/A	#N/A	#N/A
	3-25-1999	4-1-1999	11.160	0.134	1.835	7.485	24.339	-0.049	#N/A	0.333	0.433	0.010	#N/A	#N/A	#N/A	#N/A	#N/A
	4-1-1999	4-8-1999	6.848	0.576	2.166	4.029	13.101	1.152	#N/A	2.588	3.364	0.051	#N/A	#N/A	#N/A	#N/A	#N/A
	4-8-1999	4-15-1999	6.119	0.481	1.472	3.500	11.382	0.591	#N/A	1.663	2.161	0.108	#N/A	#N/A	#N/A	#N/A	#N/A
	4-15-1999	4-22-1999	4.564	0.276	1.184	2.617	8.509	0.526	#N/A	0.679	0.883	0.138	#N/A	#N/A	#N/A	#N/A	#N/A
	4-22-1999	4-29-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-29-1999	5-6-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-6-1999	5-13-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-13-1999	5-20-1999	1.647	0.662	1.710	0.923	3.003	1.478	#N/A	3.619	4.705	0.388	#N/A	#N/A	#N/A	#N/A	#N/A
	5-20-1999	5-27-1999	2.912	0.280	1.107	1.663	5.407	0.688	#N/A	0.914	1.188	0.090	#N/A	#N/A	#N/A	#N/A	#N/A
	5-27-1999	6-3-1999	3.952	0.189	0.944	2.204	7.167	0.390	#N/A	0.231	0.301	0.008	#N/A	#N/A	#N/A	#N/A	#N/A
	6-3-1999	6-10-1999	2.906	0.165	0.773	1.550	5.039	0.383	#N/A	0.501	0.652	0.056	#N/A	#N/A	#N/A	#N/A	#N/A
	6-10-1999	6-17-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-17-1999	6-24-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-24-1999	7-1-1999	4.598	0.188	1.019	2.584	8.403	0.369	#N/A	0.207	0.270	0.088	#N/A	#N/A	#N/A	#N/A	#N/A
	7-1-1999	7-8-1999	6.143	0.128	1.104	3.405	11.073	0.246	#N/A	0.152	0.198	0.020	#N/A	#N/A	#N/A	#N/A	#N/A
	7-8-1999	7-15-1999	3.168	0.153	0.743	1.851	6.019	0.278	#N/A	0.030	0.039	0.009	#N/A	#N/A	#N/A	#N/A	#N/A
	7-15-1999	7-22-1999	5.731	0.235	1.164	3.206	10.425	0.357	#N/A	0.110	0.143	0.022	#N/A	#N/A	#N/A	#N/A	#N/A
	7-22-1999	7-29-1999	4.622	0.174	0.900	2.551	8.296	0.258	#N/A	0.101	0.131	0.015	#N/A	#N/A	#N/A	#N/A	#N/A
	7-29-1999	8-5-1999	3.559	0.170	0.787	2.041	6.637	0.273	#N/A	0.070	0.091	0.010	#N/A	#N/A	#N/A	#N/A	#N/A
	8-5-1999	8-12-1999	3.655	0.187	0.958	2.047	6.658	0.443	#N/A	0.157	0.203	0.036	#N/A	#N/A	#N/A	#N/A	#N/A
	8-12-1999	8-19-1999	3.207	0.139	0.745	1.872	6.089	0.274	#N/A	0.078	0.102	0.032	#N/A	#N/A	#N/A	#N/A	#N/A
	8-19-1999	8-26-1999	3.562	0.170	0.808	2.028	6.594	0.298	#N/A	0.157	0.204	0.045	#N/A	#N/A	#N/A	#N/A	#N/A
	8-26-1999	9-2-1999	4.780	0.217	0.976	2.628	8.544	0.315	#N/A	0.189	0.246	0.012	#N/A	#N/A	#N/A	#N/A	#N/A
	9-2-1999	9-9-1999	5.507	0.156	0.960	2.885	9.380	0.234	#N/A	0.347	0.451	0.149	#N/A	#N/A	#N/A	#N/A	#N/A
	9-9-1999	9-16-1999	1.591	0.229	0.630	1.054	3.428	0.365	#N/A	0.164	0.213	0.026	#N/A	#N/A	#N/A	#N/A	#N/A
	9-16-1999	9-23-1999	3.002	0.314	1.229	1.827	5.941	0.769	#N/A	0.466	0.606	0.058	#N/A	#N/A	#N/A	#N/A	#N/A
	9-23-1999	9-30-1999	4.408	0.128	0.827	2.508	8.156	0.196	#N/A	0.129	0.167	0.013	#N/A	#N/A	#N/A	#N/A	#N/A
	9-30-1999	10-7-1999	4.905	0.191	1.009	2.703	8.789	0.329	#N/A	0.245	0.318	0.005	#N/A	#N/A	#N/A	#N/A	#N/A
	10-7-1999	10-14-1999	2.612	0.156	0.653	1.619	5.265	0.246	#N/A	0.400	0.520	0.011	#N/A	#N/A	#N/A	#N/A	#N/A
	10-14-1999	10-21-1999	5.029	0.328	1.236	3.116	10.133	0.452	#N/A	0.440	0.571	0.005	#N/A	#N/A	#N/A	#N/A	#N/A
	10-21-1999	10-28-1999	4.804	0.190	0.842	2.754	8.955	0.149	#N/A	0.182	0.236	0.041	#N/A	#N/A	#N/A	#N/A	#N/A
	10-28-1999	11-4-1999	5.851	0.331	1.339	3.405	11.071	0.482	#N/A	0.373	0.485	0.010	#N/A	#N/A	#N/A	#N/A	#N/A
	11-4-1999	11-11-1999	7.403	0.263	1.422	3.838	12.481	0.455	#N/A	0.329	0.428	0.021	#N/A	#N/A	#N/A	#N/A	#N/A
	11-11-1999	11-18-1999	6.852	0.145	1.172	3.875	12.600	0.197	#N/A	0.251	0.326	0.000	#N/A	#N/A	#N/A	#N/A	#N/A
	11-18-1999	11-25-1999	4.408	0.144	0.844	2.541	8.263	0.204	#N/A	0.218	0.283	0.005	#N/A	#N/A	#N/A	#N/A	#N/A
	11-25-1999	12-2-1999	21.245	0.211	3.163	14.383	46.770	#N/A	#N/A	0.852	1.108	0.013	#N/A	#N/A	#N/A	#N/A	#N/A
	12-2-1999	12-9-1999	6.949	0.155	1.246	3.926	12.767	0.258	#N/A	0.551	0.717	0.020	#N/A	#N/A	#N/A	#N/A	#N/A
	12-9-1999	12-16-1999	6.814	0.171	1.097	3.848	12.511	0.129	#N/A	0.341	0.443	0.018	#N/A	#N/A	#N/A	#N/A	#N/A
	12-16-1999	12-23-1999	1.537	0.017	0.194	0.989	3.216	-0.055	#N/A	0.090	0.117	0.016	#N/A	#N/A	#N/A	#N/A	#N/A
	12-23-1999	12-30-1999	5.700	0.144	0.852	3.082	10.022	0.076	#N/A	0.194	0.252	0.019	#N/A	#N/A	#N/A	#N/A	#N/A
	12-30-1999	1-6-2000	13.346	0.275	2.009	7.338	23.862	0.162	#N/A	0.535	0.696	0.019	#N/A	#N/A	#N/A	#N/A	#N/A
	1-6-2000	1-13-2000	7.876	0.238	1.430	4.409	14.336	0.320	#N/A	0.544	0.707	0.0190	#N/A	#N/A	#N/A	#N/A	#N/A
	1-13-2000	1-20-2000	4.638	0.238	0.798	2.679	8.712	0.124	#N/A	0.131	0.170	0.0107	#N/A	#N/A	#N/A	#N/A	#N/A
	1-20-2000	1-27-2000	6.026	0.106	0.864	3.476	11.302	-0.011	#N/A	-0.082	-0.106	0.0351	#N/A	#N/A	#N/A	#N/A	#N/A
	1-27-2000	2-3-2000	5.097	0.129	0.912	2.659	8.647	0.242	#N/A	-0.116	-0.151	0.1253	#N/A	#N/A	#N/A	#N/A	#N/A
	2-3-2000	2-10-2000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-10-2000	2-17-2000	7.252	0.353	1.411	4.116	13.386	0.375	#N/A	0.218	0.284	0.1006	#N/A	#N/A	#N/A	#N/A	#N/A
	2-17-2000	2-24-2000	11.318	0.286	1.761	5.991	19.481	0.253	#N/A	-0.147	-0.191	0.1022	#N/A	#N/A	#N/A	#N/A	#N/A
	2-24-2000	3-2-2000	7.237	0.472	1.637	4.005	13.024	0.629	#N/A	0.810	1.053	0.1441	#N/A	#N/A	#N/A	#N/A	#N/A
	3-2-2000	3-9-2000	5.827	0.284	1.440	3.250	10.569	0.622	#N/A	0.509	0.662	0.1667	#N/A	#N/A	#N/A	#N/A	#N/A
	3-9-2000	3-16-2000	10.671	0.418	2.127	5.670	18.439	0.700	#N/A	-0.071	-0.092	0.1268	#N/A	#N/A	#N/A	#N/A	#N/A
	3-16-2000	3-23-2000	10.159	0.472	2.466	5.419	17.620	1.102	#N/A	0.919	1.194	0.2402	#N/A	#N/A	#N/A	#N/A	#N/A
	3-23-2000	3-30-2000	5.350	0.424	1.808	2.994	9.737	1.054	#N/A	2.579	3.353	0.1095	#N/A	#N/A	#N/A	#N/A	#N/A
	3-30-2000	4-6-2000	9.959	0.559	2.854	5.437	17.679	1.485	#N/A	1.769	2.299	0.2398	#N/A	#N/A	#N/A	#N/A	#N/A
	4-6-2000	4-13-2000	7.647	0.880	2.987	4.416	14.359	1.875	#N/A	8.131	10.571	0.3391	#N/A	#N/A	#N/A	#N/A	#N/A
	4-13-2000	4-20-2000	7.726	0.277	1.525	4.440	14.437	0.407	#N/A	0.720	0.936	0.1670	#N/A	#N/A	#N/A	#N/A	#N/A
	4-20-2000	4-27-2000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-27-2000	5-4-2000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-4-2000	5-11-2000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-11-2000	5-18-2000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-18-2000	5-25-2000	3.746	0.383	1.194	2.261	7.354	0.624	#N/A	1.795	2.334	0.0273	#N/A	#N/A	#N/A	#N/A	#N/A
	5-25-2000	6-1-2000	3.425	0.471	1.347	2.287	7.438	0.771	#N/A	0.552	0.718	0.0740	#N/A	#N/A	#N/A	#N/A	#N/A
	6-1-2000	6-8-2000	4.230	0.426	1.728	2.801	9.108	1.023	#N/A	1.395	1.813	0.0892	#N/A	#N/A	#N/A	#N/A	#N/A
	6-8-2000	6-15-2000	4.094	0.274	1.332	2.432	7.907	0.720	#N/A	1.302	1.693	0.1152	#N/A	#N/A	#N/A	#N/A	#N/A
	6-15-2000	6-22-2000	5.863	0.163	1.259	3.366	10.946	0.412	#N/A	0.538	0.700	0.0453	#N/A	#N/A	#N/A	#N/A	#N/A
	6-22-2000	6-29-2000	3.667	0.371	2.035	2.587	8.412	1.383	#N/A	0.269	0.350	0.0372	#N/A	#N/A	#N/A	#N/A	#N/A
	6-29-2000	7-6-2000	6.519	0.127	1.304	3.774	12.273	0.354	#N/A	0.192	0.250	0.0963	#N/A	#N/A	#N/A	#N/A	#N/A
	7-6-2000	7-13-2000	4.361	0.184	0.935	2.563	8.333	0.290	#N/A	0.094	0.122	0.0034	#N/A	#N/A	#N/A	#N/A	#N/A
	7-13-2000	7-20-2000	3.173	0.128	0.676	1.824	5.932	0.217	#N/A	-0.003	-0.004	0.0012	#N/A	#N/A	#N/A	#N/A	#N/A
	7-20-2000	7-27-2000	5.656	0.157	1.166	3.105	10.096	0.385	#N/A	-0.134	-0.174	0.1176	#N/A	#N/A	#N/A	#N/A	#N/A
	7-27-2000	8-3-2000	3.704	0.216	1.045	2.210	7.187	0.488	#N/A	0.209	0.272	0.0295	#N/A	#N/A	#N/A	#N/A	#N/A
	8-3-2000	8-10-2000	2.601	0.250	0.831	1.414	4.597	0.475	#N/A	0.423	0.550	0.0874	#N/A	#N/A	#N/A	#N/A	#N/A
	8-10-2000	8-17-2000	4.856	0.203	1.079	2.477	8.055	0.456	#N/A	0.644	0.838	0.1912	#N/A	#N/A	#N/A	#N/A	#N/A
	8-17-2000	8-24-2000	5.273	0.114	1.038	2.977	9.681	0.289	#N/A	0.071	0.093	0.0374	#N/A	#N/A	#N/A	#N/A	#N/A
	8-24-2000	8-31-2000	5.601	0.352	1.197	3.110	10.114	0.414	#N/A	0.141	0.183	0.0159	#N/A	#N/A	#N/A	#N/A	#N/A
	8-31-2000	9-7-2000	2.089	0.162	0.577	1.217	3.958	0.271	#N/A	0.133	0.172	0.0123	#N/A	#N/A	#N/A	#N/A	#N/A
	9-7-2000	9-14-2000	4.488	0.197	1.072	2.476	8.051	0.448	#N/A	0.281	0.366	0.0125	#N/A	#N/A	#N/A	#N/A	#N/A
	9-14-2000	9-21-2000	4.071	0.212	1.000	2.444	7.948	0.385	#N/A	0.429	0.557	0.0552	#N/A	#N/A	#N/A	#N/A	#N/A
	9-21-2000	9-28-2000	7.735	0.477	1.759	4.546	14.782	0.614	#N/A	0.104	0.135	0.0427	#N/A	#N/A	#N/A	#N/A	#N/A
	9-28-2000	10-5-2000	3.098	0.217	0.829	1.950	6.341	0.338	#N/A	0.150	0.195	0.0164	#N/A	#N/A	#N/A	#N/A	#N/A
	10-5-2000	10-12-2000	3.902	0.249	1.325	2.491	8.099	0.698	#N/A	0.127	0.165	0.0594	#N/A	#N/A	#N/A	#N/A	#N/A
	10-12-2000	10-19-2000	3.070	0.353	1.138	1.960	6.375	0.645	#N/A	0.665	0.865	0.0221	#N/A	#N/A	#N/A	#N/A	#N/A
	10-19-2000	10-26-2000	6.801	0.106	1.196	3.772	12.265	0.246	#N/A	0.252	0.328	0.0475	#N/A	#N/A	#N/A	#N/A	#N/A
	10-26-2000	11-2-2000	2.984	0.170	0.637	1.715	5.575	0.206	#N/A	0.113	0.147	0.0164	#N/A	#N/A	#N/A	#N/A	#N/A
	11-2-2000	11-9-2000	5.925	0.289	1.421	3.349	10.890	0.578	#N/A	0.807	1.049	0.0285	#N/A	#N/A	#N/A	#N/A	#N/A
	11-9-2000	11-16-2000	5.305	0.172	1.158	3.077	10.006	0.384	#N/A	0.096	0.125	0.0073	#N/A	#N/A	#N/A	#N/A	#N/A
	11-16-2000	11-23-2000	8.363	0.283	1.621	4.824	15.687	0.407	#N/A	0.373	0.485	0.0658	#N/A	#N/A	#N/A	#N/A	#N/A
	11-23-2000	11-30-2000	3.605	0.349	1.044	2.076	6.750	0.521	#N/A	0.853	1.109	0.1846	#N/A	#N/A	#N/A	#N/A	#N/A
	11-30-2000	12-7-2000	11.435	0.220	2.179	6.169	20.059	0.626	#N/A	0.178	0.232	0.1166	#N/A	#N/A	#N/A	#N/A	#N/A
	12-7-2000	12-14-2000	3.268	0.202	0.855	1.866	6.067	0.385	#N/A	0.365	0.474	0.0817	#N/A	#N/A	#N/A	#N/A	#N/A
	12-14-2000	12-21-2000	8.296	0.207	1.771	4.731	15.384	0.580	#N/A	0.106	0.137	0.0692	#N/A	#N/A	#N/A	#N/A	#N/A
	12-21-2000	12-28-2000	9.820	0.248	1.751	5.202	16.915	0.442	#N/A	0.326	0.424	0.1221	#N/A	#N/A	#N/A	#N/A	#N/A
	12-28-2000	1-4-2001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
