
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_NH4	_AL	_BR	_CA	_CL	_CU	_L	_MG	_MN	_NA	_V	_AG	_BA	_CO	_CR	_CS	_EU	_FE	_HF	_ND	_NI	_RB	_SB	_SC	_SE	_TA	_TB	YB	ZN
	2-28-1994	3-1-1994	12.253	2.698	6.901	7.578	4.994	0.0131	#N/A	1.489	1.150	4.98E-02	6.63E-01	1.37E+01	#N/A	6.15E-03	1.28E+00	3.36E-02	8.43E+00	2.83E-03	#N/A	1.38E-02	2.79E-04	2.45E-03	2.52E-04	2.17E-05	7.50E-01	7.52E-05	#N/A	3.45E-03	2.53E-03	1.71E-03	2.18E-04	1.14E-03	2.59E-05	7.97E-06	4.18E-05	4.70E-02
	3-1-1994	3-2-1994	8.508	1.893	3.806	4.722	2.617	0.0068	#N/A	1.144	1.110	3.56E-02	7.70E-01	6.41E+00	#N/A	4.61E-03	1.03E+00	1.54E-02	3.89E+00	2.56E-03	#N/A	8.62E-03	1.76E-04	1.66E-03	2.10E-04	2.70E-05	6.90E-01	7.34E-05	#N/A	#N/A	2.17E-03	6.22E-04	2.36E-04	6.39E-04	2.20E-05	7.69E-06	3.54E-05	3.06E-02
	3-2-1994	3-3-1994	4.150	5.543	7.237	1.885	6.762	0.0150	#N/A	3.173	1.610	1.53E-02	1.80E+00	2.96E+00	#N/A	2.83E-03	7.05E-01	3.09E-02	1.61E+00	3.03E-03	#N/A	3.95E-02	3.83E-04	3.92E-03	5.18E-04	5.12E-05	1.22E+00	1.52E-04	#N/A	#N/A	5.05E-03	1.30E-03	4.36E-04	2.16E-03	2.51E-05	5.25E-06	8.38E-05	6.79E-02
	3-3-1994	3-4-1994	4.525	10.789	18.904	2.449	18.287	0.0168	#N/A	7.196	3.330	2.52E-02	3.18E+00	7.41E+00	#N/A	1.29E-02	#N/A	7.73E-02	3.88E+00	7.94E-03	1.41E-04	3.10E-02	5.77E-04	6.36E-03	1.04E-03	6.03E-05	1.51E+00	1.99E-04	#N/A	#N/A	1.06E-02	2.83E-03	6.00E-04	5.04E-03	4.92E-05	2.63E-05	1.38E-04	1.41E-01
	3-4-1994	3-5-1994	11.112	5.652	19.657	6.348	18.060	0.0160	#N/A	5.486	2.090	3.45E-02	1.42E+00	1.39E+01	#N/A	#N/A	9.17E-01	4.43E-02	6.69E+00	4.14E-03	#N/A	1.69E-02	4.73E-04	5.65E-03	8.80E-04	5.46E-05	1.45E+00	1.65E-04	#N/A	#N/A	7.81E-03	2.16E-03	5.16E-04	4.52E-03	3.67E-05	3.65E-05	1.17E-04	1.19E-01
	3-5-1994	3-6-1994	5.759	2.605	12.735	3.964	11.737	0.0148	#N/A	2.128	0.482	3.20E-02	3.26E-01	8.23E+00	#N/A	3.14E-03	5.14E-01	1.22E-02	4.42E+00	2.26E-03	#N/A	#N/A	#N/A	7.43E-04	1.87E-04	1.72E-05	3.61E-01	3.42E-05	#N/A	#N/A	2.07E-03	7.50E-04	1.17E-04	1.51E-03	#N/A	#N/A	#N/A	1.97E-02
	3-6-1994	3-7-1994	126.782	12.013	36.752	71.326	18.799	0.0268	#N/A	4.648	2.730	1.96E-01	3.49E+00	1.49E+02	#N/A	2.55E-02	6.60E+00	1.02E-01	8.11E+01	6.27E-03	#N/A	#N/A	2.10E-03	1.42E-02	3.46E-04	1.07E-04	2.75E+00	2.56E-04	#N/A	#N/A	7.75E-03	8.18E-03	8.34E-04	2.67E-03	1.05E-04	#N/A	1.21E-04	1.74E-01
	3-7-1994	3-8-1994	6.398	2.291	7.897	4.025	6.884	0.0176	#N/A	1.325	0.087	2.42E-02	2.69E-01	6.02E+00	#N/A	5.16E-03	3.50E-01	5.80E-03	3.91E+00	1.85E-03	#N/A	#N/A	#N/A	1.17E-03	1.23E-04	4.72E-06	1.13E-01	#N/A	#N/A	#N/A	6.90E-04	1.25E-03	2.47E-05	1.33E-03	#N/A	#N/A	#N/A	2.60E-02
	3-8-1994	3-9-1994	16.261	1.905	8.540	9.345	6.188	0.0141	#N/A	2.184	3.710	5.08E-02	2.01E+00	4.51E+01	#N/A	#N/A	1.42E+00	6.87E-02	1.75E+01	6.07E-03	#N/A	4.80E-02	1.33E-03	9.41E-03	7.30E-04	9.39E-05	2.73E+00	2.60E-04	#N/A	#N/A	8.17E-03	3.05E-03	9.21E-04	1.24E-03	8.35E-05	6.23E-05	1.67E-04	7.87E-02
	3-9-1994	3-10-1994	14.457	0.755	6.283	8.490	4.146	0.0091	#N/A	1.061	2.090	5.28E-02	1.47E+00	2.24E+01	#N/A	#N/A	1.25E+00	3.90E-02	8.98E+00	3.90E-03	#N/A	2.12E-02	6.46E-04	4.22E-03	3.81E-04	5.56E-05	1.50E+00	1.62E-04	#N/A	2.32E-03	3.93E-03	4.54E-04	4.85E-04	5.45E-04	4.41E-05	2.60E-05	9.39E-05	2.97E-02
	3-10-1994	3-11-1994	10.359	1.478	5.315	5.675	3.887	0.0105	#N/A	1.411	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	3.96E-04	3.28E-03	3.49E-04	4.87E-05	1.33E+00	1.58E-04	#N/A	#N/A	4.65E-03	8.69E-04	4.65E-04	3.86E-04	3.28E-05	2.74E-05	1.11E-04	1.90E-02
	3-11-1994	3-12-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-12-1994	3-13-1994	13.586	1.661	5.761	7.288	3.926	0.0094	#N/A	1.204	1.200	5.69E-02	#N/A	1.76E+01	#N/A	#N/A	1.32E+00	2.98E-02	1.05E+01	3.15E-03	#N/A	1.07E-02	2.53E-04	2.80E-03	2.36E-04	2.29E-05	8.01E-01	7.30E-05	#N/A	2.98E-03	2.61E-03	4.01E-03	2.28E-04	9.70E-04	1.87E-05	1.61E-05	4.31E-05	4.23E-02
	3-13-1994	3-14-1994	11.667	2.211	6.627	6.212	5.064	0.0143	#N/A	1.682	2.520	5.56E-02	1.23E+00	1.32E+01	#N/A	5.93E-03	6.56E-01	4.86E-02	7.73E+00	4.57E-03	#N/A	2.16E-02	4.29E-04	6.47E-03	5.41E-04	6.73E-05	1.74E+00	1.89E-04	#N/A	#N/A	7.02E-03	1.06E-03	6.25E-04	9.13E-04	6.35E-05	3.87E-05	1.17E-04	7.22E-02
	3-14-1994	3-15-1994	17.526	3.398	7.442	8.431	5.320	0.0113	#N/A	2.102	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-15-1994	3-16-1994	7.323	1.494	4.493	4.016	3.482	0.0057	#N/A	1.065	2.250	2.71E-02	1.27E+00	7.60E+00	#N/A	6.71E-03	8.32E-01	3.47E-02	4.75E+00	3.97E-03	#N/A	2.00E-02	4.61E-04	3.52E-03	3.37E-04	4.74E-05	1.30E+00	1.51E-04	#N/A	#N/A	4.35E-03	4.41E-04	4.59E-04	5.07E-04	4.26E-05	3.80E-05	8.95E-05	3.90E-02
	3-16-1994	3-17-1994	4.799	7.043	11.182	2.824	10.471	0.0191	#N/A	4.249	3.650	1.71E-02	3.08E+00	5.46E+00	#N/A	7.62E-03	1.15E+00	7.77E-02	3.66E+00	6.58E-03	1.99E-04	3.71E-02	8.92E-04	6.27E-03	9.34E-04	8.07E-05	2.17E+00	2.52E-04	2.83E-03	4.14E-03	9.84E-03	3.95E-03	7.98E-04	3.84E-03	6.55E-05	4.53E-05	1.68E-04	1.24E-01
	3-17-1994	3-19-1994	4.809	3.914	6.470	2.671	5.797	0.0122	#N/A	2.591	2.260	2.00E-02	1.31E+00	4.82E+00	#N/A	8.68E-03	1.19E+00	3.72E-02	3.19E+00	4.92E-03	#N/A	2.73E-02	5.87E-04	3.80E-03	4.77E-04	4.89E-05	1.37E+00	1.55E-04	1.34E-03	2.69E-03	5.05E-03	3.80E-03	4.74E-04	1.85E-03	4.73E-05	3.26E-05	9.76E-05	6.80E-02
	3-19-1994	3-26-1994	6.705	3.976	11.219	3.741	10.277	#N/A	#N/A	4.152	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-26-1994	4-2-1994	6.604	3.125	6.607	3.744	5.665	#N/A	#N/A	2.730	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-2-1994	4-9-1994	14.158	10.325	16.343	9.767	13.884	#N/A	#N/A	4.855	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-9-1994	4-16-1994	17.254	3.272	7.047	9.252	4.718	#N/A	#N/A	2.743	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-16-1994	4-23-1994	4.815	4.468	9.640	3.566	8.743	#N/A	#N/A	3.055	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-23-1994	4-30-1994	1.377	6.407	11.383	1.053	11.118	#N/A	#N/A	5.253	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-30-1994	5-7-1994	10.883	6.882	9.353	5.783	7.897	#N/A	#N/A	4.236	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-7-1994	5-14-1994	11.313	4.718	6.382	6.299	4.796	#N/A	#N/A	3.373	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-14-1994	5-21-1994	9.033	4.679	9.715	5.635	8.297	#N/A	#N/A	3.141	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-21-1994	5-28-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-28-1994	6-4-1994	1.513	4.399	5.868	0.825	5.660	#N/A	#N/A	3.009	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-4-1994	6-11-1994	3.009	6.272	16.030	2.530	15.393	#N/A	#N/A	6.489	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-11-1994	6-18-1994	3.039	10.094	13.977	1.860	13.509	#N/A	#N/A	9.860	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-18-1994	6-25-1994	4.935	5.422	8.407	2.435	7.794	#N/A	#N/A	5.688	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-25-1994	7-2-1994	4.991	1.879	0.783	2.120	0.250	#N/A	#N/A	1.743	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-15-1994	7-21-1994	0.761	2.429	16.708	1.894	16.231	#N/A	#N/A	6.027	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-21-1994	7-30-1994	1.617	3.404	14.693	1.585	14.295	#N/A	#N/A	6.128	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-30-1994	8-5-1994	0.275	0.048	0.060	0.109	0.033	#N/A	#N/A	0.133	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-5-1994	8-13-1994	3.275	0.217	0.464	1.614	0.058	#N/A	#N/A	0.170	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-13-1994	8-20-1994	5.344	1.632	5.100	3.491	4.221	#N/A	#N/A	1.620	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-20-1994	8-26-1994	4.754	2.707	4.139	3.183	3.338	#N/A	#N/A	1.375	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-26-1994	9-2-1994	1.897	2.062	4.271	1.395	3.920	#N/A	#N/A	1.935	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-2-1994	9-9-1994	4.671	3.781	8.020	2.866	7.299	#N/A	#N/A	3.533	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-9-1994	9-16-1994	1.915	5.550	16.221	1.140	15.934	#N/A	#N/A	7.873	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-16-1994	9-23-1994	4.529	4.803	7.306	2.990	6.553	#N/A	#N/A	3.883	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-23-1994	9-30-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-30-1994	10-7-1994	2.696	6.707	9.084	1.625	8.675	#N/A	#N/A	4.557	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-7-1994	10-14-1994	5.822	4.572	7.873	3.059	7.103	#N/A	#N/A	3.887	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-14-1994	10-21-1994	7.312	2.833	7.116	4.558	5.969	#N/A	#N/A	2.749	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-21-1994	10-28-1994	9.352	2.953	4.346	5.355	2.998	#N/A	#N/A	1.590	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-28-1994	11-4-1994	7.158	3.669	6.059	3.939	5.067	#N/A	#N/A	2.233	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-4-1994	11-11-1994	7.000	6.216	7.920	4.295	6.839	#N/A	#N/A	2.811	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-11-1994	11-19-1994	10.180	4.220	10.128	5.914	8.639	#N/A	#N/A	3.344	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-19-1994	11-25-1994	4.699	4.602	16.058	3.224	15.247	#N/A	#N/A	4.901	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-25-1994	12-2-1994	5.597	2.894	7.499	3.401	6.643	#N/A	#N/A	2.701	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-2-1994	12-9-1994	13.400	2.925	7.348	7.708	5.408	#N/A	#N/A	2.064	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-9-1994	12-16-1994	11.356	2.081	6.997	6.677	5.317	#N/A	#N/A	1.425	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-16-1994	12-23-1994	2.412	1.941	6.018	2.131	5.481	#N/A	#N/A	1.375	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-23-1994	12-30-1994	3.755	4.254	10.108	2.617	9.449	#N/A	#N/A	3.846	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-30-1994	1-6-1995	6.140	2.077	4.344	3.687	3.416	#N/A	#N/A	1.643	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-6-1995	1-13-1995	8.775	3.888	7.430	5.222	6.116	#N/A	#N/A	2.607	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-13-1995	1-20-1995	4.846	2.974	6.104	3.308	5.272	#N/A	#N/A	1.552	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-20-1995	1-27-1995	6.766	2.701	7.939	3.866	6.966	#N/A	#N/A	2.271	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-27-1995	2-3-1995	5.260	0.754	3.504	3.348	2.662	#N/A	#N/A	0.694	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-3-1995	2-10-1995	6.646	4.289	8.533	3.965	7.535	#N/A	#N/A	3.108	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-10-1995	2-17-1995	6.443	2.650	6.587	3.934	5.597	#N/A	#N/A	2.029	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-17-1995	2-24-1995	4.206	4.973	6.966	2.651	6.299	#N/A	#N/A	2.716	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-24-1995	3-3-1995	5.983	3.983	6.236	3.615	5.326	#N/A	#N/A	2.433	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-3-1995	3-10-1995	34.968	11.633	18.510	19.624	13.571	#N/A	#N/A	6.036	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-10-1995	3-17-1995	22.513	2.524	8.562	12.027	5.535	#N/A	#N/A	1.837	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-17-1995	3-24-1995	8.513	4.452	7.976	4.976	6.723	#N/A	#N/A	1.837	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
