
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_SEASALT	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4
	8-16-1991	8-23-1991	4.735	0.289	1.025	2.646	8.604	0.359	#N/A	#N/A	#N/A	0.0520
	8-23-1991	8-30-1991	2.986	0.410	1.521	1.809	5.883	1.065	#N/A	#N/A	#N/A	0.2732
	8-30-1991	9-6-1991	3.044	0.426	0.976	1.717	5.584	0.544	#N/A	#N/A	#N/A	0.1581
	9-6-1991	9-13-1991	3.696	0.335	1.210	2.123	6.904	0.676	#N/A	#N/A	#N/A	0.1856
	9-13-1991	9-20-1991	3.451	0.324	0.965	1.981	6.442	0.467	#N/A	#N/A	#N/A	0.0750
	9-20-1991	9-27-1991	5.685	0.231	1.237	3.093	10.058	0.458	#N/A	#N/A	#N/A	0.0748
	9-27-1991	10-4-1991	7.662	0.167	1.394	4.211	13.693	0.334	#N/A	#N/A	#N/A	0.0308
	10-4-1991	10-11-1991	6.024	0.249	1.394	3.349	10.889	0.551	#N/A	#N/A	#N/A	0.0850
	10-11-1991	10-18-1991	7.721	0.234	1.497	4.273	13.896	0.422	#N/A	#N/A	#N/A	0.0637
	10-18-1991	10-25-1991	4.994	0.279	1.198	2.851	9.272	0.480	#N/A	#N/A	#N/A	0.0788
	10-25-1991	11-1-1991	2.645	0.619	1.156	1.659	5.395	0.738	#N/A	#N/A	#N/A	0.1770
	11-1-1991	11-8-1991	2.484	0.224	0.994	1.447	4.706	0.629	#N/A	#N/A	#N/A	0.0872
	11-8-1991	11-15-1991	5.259	0.132	1.086	2.946	9.581	0.344	#N/A	#N/A	#N/A	0.0521
	11-15-1991	11-22-1991	6.198	0.370	1.554	3.464	11.266	0.682	#N/A	#N/A	#N/A	0.0879
	11-22-1991	11-29-1991	5.973	0.177	1.236	3.349	10.890	0.393	#N/A	#N/A	#N/A	0.0367
	11-29-1991	12-6-1991	5.643	0.217	1.324	3.170	10.310	0.526	#N/A	#N/A	#N/A	0.0765
	12-6-1991	12-13-1991	2.847	0.400	1.202	1.720	5.593	0.769	#N/A	#N/A	#N/A	0.1561
	12-13-1991	12-20-1991	4.024	0.303	1.375	2.369	7.705	0.779	#N/A	#N/A	#N/A	0.1583
	12-20-1991	12-28-1991	2.567	0.383	1.300	1.674	5.444	0.878	#N/A	#N/A	#N/A	0.1995
	12-28-1991	1-3-1992	2.297	0.101	0.763	1.574	5.119	0.367	#N/A	#N/A	#N/A	0.0941
	1-3-1992	1-10-1992	3.448	0.400	1.323	2.124	6.906	0.788	#N/A	#N/A	#N/A	0.2179
	1-10-1992	1-17-1992	2.489	0.532	1.316	1.708	5.555	0.886	#N/A	#N/A	#N/A	0.2435
	1-17-1992	1-24-1992	3.236	0.569	1.220	2.016	6.557	0.712	#N/A	#N/A	#N/A	0.1654
	1-24-1992	1-31-1992	3.656	0.403	1.173	2.168	7.049	0.627	#N/A	#N/A	#N/A	0.1499
	1-31-1992	2-7-1992	4.827	0.245	1.107	2.752	8.951	0.414	#N/A	#N/A	#N/A	0.0656
	2-7-1992	2-14-1992	3.634	0.707	1.684	2.319	7.542	1.100	#N/A	#N/A	#N/A	0.2748
	2-14-1992	2-21-1992	5.322	0.255	1.138	3.097	10.070	0.358	#N/A	#N/A	#N/A	0.1342
	2-21-1992	2-28-1992	5.870	0.276	1.308	3.493	11.359	0.428	#N/A	#N/A	#N/A	0.1470
	2-28-1992	3-6-1992	5.127	0.381	1.249	2.948	9.586	0.507	#N/A	#N/A	#N/A	0.1299
	3-6-1992	3-13-1992	4.875	0.389	1.453	2.863	9.309	0.733	#N/A	#N/A	#N/A	0.2070
	3-13-1992	3-20-1992	8.128	0.148	1.183	4.515	14.682	0.046	#N/A	#N/A	#N/A	0.0361
	3-20-1992	3-28-1992	5.784	0.208	0.942	3.278	10.661	0.117	#N/A	#N/A	#N/A	0.0561
